0	1e-05	0.994	0
1e-05	0.000823387	0.994	-2.00158e-05
0.000833387	0.000975169	0.993892	-0.00165862
0.00180856	0.00100777	0.99351	-0.00352883
0.00281633	0.00114842	0.992885	-0.00532464
0.00396475	0.00135733	0.991979	-0.00717384
0.00532208	0.00161318	0.990751	-0.00910211
0.00693526	0.00191897	0.989184	-0.0110897
0.00885423	0.00231339	0.987268	-0.0131208
0.0111676	0.00284136	0.984961	-0.0152141
0.014009	0.00355277	0.982179	-0.0174043
0.0175617	0.00451392	0.978811	-0.0197269
0.0220757	0.00581918	0.974703	-0.0222145
0.0278949	0.00760591	0.969652	-0.0248943
0.0355008	0.0100776	0.96339	-0.0277824
0.0455784	0.0135426	0.955545	-0.0308731
0.059121	0.0184825	0.945602	-0.0341136
0.0776034	0.0254159	0.932815	-0.0373516
0.103019	0.0338503	0.916235	-0.0401991
0.13687	0.0454374	0.895336	-0.0418298
0.182307	0.061289	0.868611	-0.0409595
0.243596	0.0833645	0.833953	-0.0351589
0.32696	0.115725	0.787991	-0.0197798
0.442685	0.150119	0.724182	0.0147285
0.592805	0.139	0.636983	0.0810431
0.731805	0.123683	0.545766	0.162259
0.855487	0.11042	0.449842	0.24648
0.965907	0.0999368	0.348053	0.324665
1.06584	0.0912514	0.241989	0.390384
1.1571	0.0872849	0.136469	0.440368
1.24438	0.0902644	0.0327508	0.476542
1.33464	0.0997096	-0.0719048	0.502526
1.43435	0.113606	-0.179503	0.521249
1.54796	0.128589	-0.288494	0.53585
1.67655	0.138135	-0.393476	0.550836
1.81468	0.155915	-0.485802	0.570885
1.9706	0.17944	-0.567088	0.602065
2.15004	0.2071	-0.633607	0.650167
2.35714	0.236426	-0.677676	0.719564
2.59356	0.264722	-0.688759	0.810316
2.85829	0.292464	-0.656575	0.915185
3.15075	0.316651	-0.574923	1.01965
3.4674	0.33212	-0.447016	1.10228
3.79952	0.312154	-0.291425	1.14095
4.11168	0.301845	-0.149726	1.12711
4.41352	0.27644	-0.0398028	1.06988
4.68996	0.254626	0.0199076	0.986269
4.94459	0.234978	0.0278853	0.889581
5.17957	0.202852	-0.0128464	0.787254
5.38242	0.176046	-0.088873	0.687363
5.55846	0.156572	-0.184798	0.586255
5.71504	0.131075	-0.2877	0.477765
5.84611	0.11182	-0.377663	0.369368
5.95793	0.102058	-0.449172	0.265059
6.05999	0.101926	-0.5055	0.164392
6.16192	0.110284	-0.551829	0.0639601
6.2722	0.126825	-0.592343	-0.0390555
6.39902	0.150088	-0.631039	-0.145268
6.54911	0.154287	-0.672845	-0.250659
6.7034	0.1702	-0.717242	-0.335454
6.8736	0.191986	-0.771481	-0.402484
7.06559	0.216508	-0.839937	-0.446901
7.28209	0.240514	-0.923553	-0.460325
7.52261	0.261722	-1.0177	-0.433914
7.78433	0.281059	-1.11151	-0.362294
8.06539	0.303022	-1.19023	-0.245908
8.36841	0.33746	-1.23789	-0.0904188
8.70587	0.323496	-1.23711	0.0952941
9.02937	0.31716	-1.18337	0.259633
9.34653	0.302781	-1.08943	0.383959
9.64931	0.269959	-0.976312	0.450631
9.91927	0.243096	-0.87044	0.456198
10.1624	0.217669	-0.781451	0.411278
10.38	0.192835	-0.711806	0.326605
10.5729	0.168149	-0.657132	0.213414
10.741	0.144113	-0.608926	0.0843277
10.8851	0.124082	-0.559099	-0.0465183
11.0092	0.109755	-0.503461	-0.168418
11.119	0.101989	-0.442083	-0.276406
11.221	0.102319	-0.376374	-0.371064
11.3233	0.111699	-0.30619	-0.45692
11.435	0.133528	-0.230461	-0.53917
11.5685	0.141985	-0.148208	-0.623803
11.7105	0.150628	-0.0761799	-0.701856
11.8611	0.167135	-0.0199392	-0.775846
12.0283	0.188755	0.0177872	-0.850809
12.217	0.213372	0.0308791	-0.92804
12.4304	0.237833	0.0119147	-1.00494
12.6682	0.259431	-0.0447112	-1.07401
12.9276	0.278859	-0.138874	-1.12381
